name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags
工业相机,Industrial Camera,concrete_port,concrete_port,7,14,auto-close|auto-get_access_mode|auto-is_open|auto-open|auto-port|auto-read|auto-write,工业相机是一类用于机器视觉和科研成像的电子成像设备，常用于实验中的图像采集、目标检测、尺寸测量和过程监控。此处证据显示设备支持通过底层寄存器端口进行打开、关闭、读写和访问模式查询，符合实验室中可编程视觉设备的典型控制方式。,"An industrial camera is an electronic imaging device used for machine vision and scientific imaging. It is commonly used in laboratories for image acquisition, object detection, dimensional measurement, and process monitoring. The evidence here indicates low-level register-port access with open, close, read, write, and access-mode queries, which is typical of programmable vision devices used in lab setups.",工业相机,表征设备|智慧表征与检测中心|实验成像与机器视觉|实验成像与过程监测|工业相机
Logix 可编程逻辑控制器（PLC）,Logix Programmable Logic Controller (PLC),connection,connection,6,36,auto-close|auto-connect|auto-discover|auto-listen|auto-receive_data|auto-send,一种支持 EtherNet/IP 与 CIP 通信的工业可编程逻辑控制器，用于实验装置、自动化测试台或工艺系统中的顺序控制、联锁控制以及 I/O 数据交换。,"An industrial programmable logic controller that supports EtherNet/IP and CIP communication, used in laboratory rigs, automation test stands, and process systems for sequence control, interlocks, and I/O data exchange.",PLC控制器,实验执行&合成设备|实验室自动化与仪器集成|PLC控制与设备联锁|PLC控制器
通用实验仪器控制模块,Generic Laboratory Instrument Control Module,control_module,control_module,17,45,auto-append_data|auto-close_file|auto-create_new_file|auto-custom_command|auto-grab|auto-h5saver|auto-init_hardware|auto-init_hardware_ui|auto-insert_data|auto-manage_ui_actions|auto-module_and_data_saver|auto-quit_fun|auto-show_config|auto-show_log|auto-stop_grab|auto-thread_status|auto-update_status,这是一个面向实验室数据采集与运动控制系统的通用控制模块，用于统一管理探测器和执行器类仪器的初始化、采集触发、停止、数据保存和状态更新。根据现有证据，它并不对应某一特定物理仪器，而是用于实验自动化平台中的通用仪器控制组件。,"This is a generic control module for laboratory data acquisition and motion-control systems. It is used to manage detector- and actuator-type instruments, including hardware initialization, acquisition triggering, stopping, data saving, and status updates. Based on the available evidence, it does not correspond to a single specific physical instrument, but rather to a general instrument-control component used in lab automation.",数据采集与控制接口,实验执行&合成设备|实验室自动化与仪器集成|实验数据管理与记录|实验仪器数据采集与联机控制|数据采集与控制接口
RIEGL VZ-i系列地面激光扫描仪,RIEGL VZ-i Series terrestrial laser scanner,control_service,control_service,111,209,auto-acquisitionFinished|auto-acquisitionMode|auto-acquisitionStarted|auto-activeSdcStorageDevice|auto-activeSdcStorageDeviceChanged|auto-activeUsbStorageDevice|auto-activeUsbStorageDeviceChanged|auto-addRdbCreationTask|auto-addRegistrationTask|auto-backgroundTask|auto-backgroundTaskAdded|auto-backgroundTaskChanged|auto-backgroundTaskRemoved|auto-backgroundTasks|auto-cancelBackgroundTask|auto-canceled|auto-compassAccuracy|auto-connected|auto-deleteScanPattern|auto-environmentSensorsEnabled|auto-environmentSensorsEnabledChanged|auto-error|auto-errorMessage|auto-filePrefix|auto-forceGnss|auto-gnssAccuracy|auto-horizontalImageOverlap|auto-horizontalImageOverlapChanged|auto-imageCaptureMode|auto-imageCaptureModeChanged|auto-isBusy|auto-lastAcquisition|auto-lastScanSequence|auto-loadScanPattern|auto-maxDiameter|auto-maxPreviewHeight|auto-maxPreviewWidth|auto-maxRange|auto-maxReflectors|auto-media|auto-minDiameter|auto-minRange|auto-minReflectance|auto-mode|auto-models|auto-monitorStreamUri|auto-newMode|auto-oldMode|auto-overlap|auto-oversize|auto-pauseTask|auto-poseEstimationSettings|auto-poseEstimationSettingsChanged|auto-project|auto-reflectorScanSettings|auto-reflectorScanSettingsChanged|auto-reflectorSearchSettings|auto-reflectorSearchSettingsChanged|auto-registerProject|auto-registrationBranchPointChanged|auto-registrationBranchPoints|auto-registrationMode|auto-registrationModeChanged|auto-registrationResolveMta|auto-registrationResolveMtaChanged|auto-resolveMta|auto-restartTask|auto-restore|auto-resultJson|auto-resumeTask|auto-save|auto-saveScanPattern|auto-scanPatterns|auto-scanPatternsDetailed|auto-scanpatternDirFactory|auto-scanpatternDirUser|auto-scanposition|auto-setActiveSdcStorageDevice|auto-setActiveUsbStorageDevice|auto-setEnvironmentSensorsEnabled|auto-setHorizontalImageOverlap|auto-setImageCaptureMode|auto-setMaxPreviewHeight|auto-setMaxPreviewWidth|auto-setPoseEstimationSettings|auto-setReflectorScanSettings|auto-setReflectorSearchSettings|auto-setRegistrationBranchPoint|auto-setRegistrationMode|auto-setRegistrationResolveMta|auto-setStoreMeasurementStream|auto-setStoreMonitorStream|auto-setTaskMode|auto-startAcquisition|auto-startQuickscan|auto-startScanSequence|auto-stop|auto-storeMeasurementStream|auto-storeMeasurementStreamChanged|auto-storeMonitorStream|auto-storeMonitorStreamChanged|auto-success|auto-supportedReflectorSearchModels|auto-task|auto-taskFinished|auto-taskMode|auto-taskModeChanged|auto-taskProgress|auto-taskStarted|auto-taskStateChanged|auto-unregisterProject,这是一类用于地面三维测绘与建模的激光扫描仪，可执行扫描、快速扫描、反射片搜索与扫描、位姿估计、图像采集以及点云配准等任务，常用于测量、工程现场记录和空间三维重建。,"A terrestrial 3D laser scanner used for surveying and spatial documentation. It supports scan acquisition, quick scans, reflector target search and scans, pose estimation, image acquisition, and point-cloud registration for measurement, site documentation, and 3D reconstruction.",三维激光雷达,表征设备|三维感知与空间测绘|三维点云采集与重建|三维激光雷达
Picomotor 微位移电机控制器,Picomotor Controller,controller,controller,5,13,auto-command|auto-parse_command|auto-parse_reply|auto-send_command|auto-start_console,这是一种用于驱动和控制 Picomotor 微位移执行器的运动控制器，通常通过 USB 与计算机连接。它常用于实验室中的精密光学调整、镜架或平台的微小位移调节，以及需要高分辨率机械定位的场景。,"This is a motion controller for driving and controlling Picomotor micro-positioning actuators, typically connected to a computer via USB. It is commonly used in laboratories for fine optical alignment, small displacement adjustment of mounts or stages, and other applications requiring high-resolution mechanical positioning.",压电步进位移台控制器,表征设备|精密定位与运动控制|样品/探针定位与运动控制|压电步进位移台控制器
CoolLED pE系列显微镜LED照明控制器,CoolLED pE Series Microscope LED Illumination Controller,cool_led,cool_led,1,32,auto-devices,这是一类用于显微镜的多通道LED照明控制器与光源系统，常见于荧光显微成像。设备可提供多个独立波段通道（如A到H），用于激发不同荧光染料，并支持通道选择、开关和TTL触发控制。,"A multi-channel LED illumination controller and light source system for microscopes, commonly used in fluorescence imaging. It provides multiple independent wavelength channels (such as A to H) for exciting different fluorophores, with channel selection, on/off control, and TTL triggering.",LED光源控制器,表征设备|光学与光谱实验|显微成像与光学显微实验|LED光源控制器
VXI-11网络测试仪器,VXI-11 Network Test Instrument,core_client,core_client,43,51,auto-clear|auto-connect|auto-create_intr_chan|auto-create_link|auto-destroy_intr_chan|auto-destroy_link|auto-device_clear|auto-device_docmd|auto-device_enable_srq|auto-device_local|auto-device_lock|auto-device_read|auto-device_read_stb|auto-device_remote|auto-device_trigger|auto-device_unlock|auto-device_write|auto-finalize|auto-initialize|auto-local|auto-lock|auto-pack_create_link_parms|auto-pack_device_docmd_parms|auto-pack_device_enable_srq_parms|auto-pack_device_generic_parms|auto-pack_device_link|auto-pack_device_lock_parms|auto-pack_device_read_parms|auto-pack_device_remote_func_parms|auto-pack_device_write_parms|auto-read_raw|auto-read_stb|auto-remote|auto-trigger|auto-unlock|auto-unpack_create_link_resp|auto-unpack_device_docmd_resp|auto-unpack_device_error|auto-unpack_device_link|auto-unpack_device_read_resp|auto-unpack_device_read_stb_resp|auto-unpack_device_write_resp|auto-write_raw,支持 VXI-11 协议的以太网测试测量仪器，如示波器、信号源、频谱分析仪或数字万用表等。此类仪器可通过局域网接入实验室自动化系统，用于远程发送命令、读取测量数据、触发采集、读取状态以及进行远程/本地控制切换。,"A LAN-connected test and measurement instrument that supports the VXI-11 protocol, such as an oscilloscope, signal generator, spectrum analyzer, or digital multimeter. These instruments are used in laboratory automation for remote command and data transfer, triggering, status reading, and switching between remote and local control.",SCPI台式电子仪器,表征设备|实验室自动化与仪器集成|电子与电气测试|实验仪器数据采集与联机控制|实验仪器通信与驱动集成|SCPI台式电子仪器
Cornerstone 7400 单色仪,Cornerstone 7400 Monochromator,cornerstone7400,cornerstone7400,14,23,auto-GetChannelObject|auto-GetChannelPhase|auto-GetControlReady|auto-GetMax|auto-GetMin|auto-GetPos|auto-IsOn|auto-MoveTo|auto-TurnOff|auto-TurnOn|auto-getShutter|auto-getWavelength|auto-setShutter|auto-setWavelength,一款可电动调节输出波长并带有快门的光学单色仪，用于从宽带光源中选择窄带光，并在光谱测量、显微成像和材料光学表征实验中进行波长扫描与光路控制。,"A motorized optical monochromator with a shutter, used to select narrowband light from a broadband source and to perform wavelength scanning and light-path control in spectroscopy, microscopy, and optical characterization experiments.",单色仪,表征设备|光学与光谱实验|光谱采集与检测|单色仪
CPU片上温度传感器,CPU On-Die Temperature Sensor,cpu_temperature,cpu_temperature,13,44,auto-closed|auto-end_time|auto-event_delay|auto-host|auto-is_active|auto-load_average|auto-start_time|auto-temperature|auto-usage|auto-utc|auto-value|auto-wait_for_active|auto-wait_for_inactive,集成在处理器芯片内部的温度传感器，用于读取CPU热区温度。在实验室和计算平台中可用于热管理、过温告警、散热评估，以及负载测试过程中的温升监测。,"An integrated temperature sensor inside the processor used to read the CPU thermal-zone temperature. In laboratory and computing setups, it is used for thermal management, over-temperature alarms, cooling evaluation, and temperature-rise monitoring during load testing.",温度传感器,表征设备|环境控制与稳定性测试|热管理与温升监测|温度传感器
游戏手柄/操纵杆控制器,Joystick / Game Controller,create_joystick,create_joystick,18,33,auto-clear_scr|auto-create_joystick|auto-explain_config|auto-find_gyro|auto-init_js_device|auto-init_polling_js|auto-map_button_controls|auto-map_control_axis|auto-map_steering_throttle|auto-name_axes|auto-name_buttons|auto-parse_args|auto-poll|auto-print_config|auto-revisit_topic|auto-run|auto-shutdown|auto-write_python_class_file,一种带按键、摇杆或扳机轴的手持控制器，部分型号还带陀螺仪。设备可作为 Linux 输入设备读取，用于实验中的机器人或小车手动遥控，以及按键、轴和转向/油门控制映射配置。,"A handheld controller with buttons, sticks, and trigger axes, with some models also providing a gyroscope. It is used as a Linux input device for manual control of robots or small vehicles in lab setups, and for configuring button, axis, steering, and throttle mappings.",操纵杆/游戏手柄控制器,实验执行&合成设备|机器人与移动平台|移动机器人与自动驾驶实验|操纵杆/游戏手柄控制器
CRSF遥控器桥接接口,CRSF Remote Controller Bridge,crsf_joy_bridge,crsf_joy_bridge,5,17,auto-destroy_node|auto-handle_crsf_packet|auto-publish_joy|auto-serial_reader|auto-start_serial,这是一类基于 CRSF 控制链路的手持遥控器/接收接口，用于把摇杆与开关输入传给机器人系统。在实验室中，它常用于对移动机器人或四足机器人进行人工遥操作、模式切换和基础运动控制。,"This is a CRSF-based handheld remote controller and receiver interface used to pass stick and switch inputs into a robotic system. In laboratory use, it is commonly used for manual teleoperation, mode switching, and basic motion control of mobile robots or quadrupeds.",遥控接收桥接接口,实验执行&合成设备|机器人与移动平台|移动机器人与自动驾驶实验|足式机器人控制与感知实验|遥控接收桥接接口
CryoTel GT 低温制冷机,CryoTel GT cryocooler,cryo_tel_gt,cryo_tel_gt,23,42,auto-at_temperature_band|auto-control_mode|auto-errors|auto-ki|auto-kp|auto-power|auto-power_current_and_limits|auto-power_max|auto-power_min|auto-power_setpoint|auto-query|auto-query_multiline|auto-reset|auto-save_control_mode|auto-sendcmd|auto-serial_number|auto-state|auto-stop|auto-stop_mode|auto-temperature|auto-temperature_setpoint|auto-thermostat|auto-thermostat_status,CryoTel GT 是一款实验室低温制冷机，用于为低温实验提供受控冷量。它可按温度或功率设定运行，并可监测温度、功率、恒温模式、停止状态及故障信息，适合需要稳定低温环境的实验装置。,"The CryoTel GT is a laboratory cryocooler used to provide controlled cooling for low-temperature experiments. It can operate with temperature or power setpoints and supports monitoring of temperature, power, thermostat mode, stop state, and fault conditions, making it suitable for setups that require a stable cryogenic environment.",低温制冷机,实验执行&合成设备|低温与量子测量|低温实验温控与制冷|低温制冷机
ER 88027 电流源,ER 88027 Current Source,current__source_er_88027,current__source_er_88027,3,13,auto-measureR|auto-measurei|auto-seti,ER 88027 是一台实验室电流源与电学测量设备，可输出设定电流，并读取实际电流和电阻值，适用于器件偏置、样品电阻表征及常规电学测试。,"The ER 88027 is a laboratory current source and electrical measurement instrument that can output a set current and read back current and resistance. It is used for device biasing, sample resistance characterization, and general electrical testing.",源测单元模块,表征设备|电子与电气测试|电子器件供电与台架测试|源测单元模块
化学气相沉积系统,Chemical Vapor Deposition (CVD) System,cvd_control,cvd_control,7,14,auto-apply_setpoints|auto-open_recipe|auto-return_ui_fields|auto-save_recipe|auto-start_recipe|auto-stop_recipe|auto-update_plot,一种带加热与工艺气体流量控制的化学气相沉积设备，用于在实验室中按配方控制温度和气氛，实现薄膜沉积与材料生长。,"A chemical vapor deposition system with heating and process-gas flow control, used in laboratories to run recipes with defined temperature and gas conditions for thin-film deposition and materials growth.",化学气相沉积设备,实验执行&合成设备|表面/薄膜体系|气体输送与过程控制|化学气相沉积设备|化学气相沉积与薄膜生长
Arbin电池循环测试仪,Arbin Battery Cycler,cycler_interface,cycler_interface,1,15,auto-read_channel_status,多通道电池循环测试仪，用于对电池或电芯进行充放电循环测试、通道状态监测和性能评估，常用于电池研发与测试实验室。,"A multi-channel battery cycler used for charge-discharge cycling tests, channel status monitoring, and performance evaluation of batteries or cells in battery R&D and testing laboratories.",电池测试柜,表征设备|电化学测试与分析|电源与电池测试|电池测试柜
BioTek Cytation微孔板成像读板仪,BioTek Cytation Plate Reader Imager,cytation_backend,cytation_backend,17,39,auto-capture|auto-filters|auto-led_off|auto-led_on|auto-objectives|auto-select|auto-set_auto_exposure|auto-set_exposure|auto-set_focus|auto-set_gain|auto-set_imaging_mode|auto-set_objective|auto-set_position|auto-start_acquisition|auto-stop_acquisition|auto-supports_cooling|auto-supports_heating,Cytation是一类带显微成像功能的微孔板读板仪，可对多孔板样品进行自动对焦、位移扫描、明场或滤光片成像，并支持相机曝光、增益、物镜和照明设置。它常用于细胞培养板成像、荧光/明场观察以及自动化板式实验的数据采集。,"The Cytation is a microplate reader with integrated microscopy-style imaging. It can autofocus, move across wells, perform brightfield or filtered imaging, and control camera exposure, gain, objectives, and illumination. It is commonly used for imaging cell culture plates, fluorescence or brightfield observation, and automated data collection in plate-based assays.",酶标仪|荧光显微镜|微孔板成像读板仪,表征设备|生命体系|细胞生物学研究|微孔板检测与高通量筛选|显微成像与光学显微实验|酶标仪|荧光显微镜|微孔板成像读板仪
Cytomat微孔板自动培养存储系统,Cytomat Automated Microplate Incubator Storage System,cytomat_backend,cytomat_backend,43,59,auto-action_exposed_to_storage|auto-action_exposed_to_wait|auto-action_read_barcode|auto-action_storage_to_exposed|auto-action_storage_to_transfer|auto-action_storage_to_wait|auto-action_transfer_to_storage|auto-action_transfer_to_wait|auto-action_wait_to_exposed|auto-action_wait_to_storage|auto-action_wait_to_transfer|auto-close_door|auto-fetch_plate_to_loading_tray|auto-get_action_register|auto-get_co2|auto-get_error_register|auto-get_humidity|auto-get_incubation_query|auto-get_o2|auto-get_overview_register|auto-get_sensor_register|auto-get_swap_register|auto-get_temperature|auto-get_warning_register|auto-init_shakers|auto-initialize|auto-open_door|auto-reset_error_register|auto-send_action|auto-send_command|auto-serialize|auto-set_racks|auto-set_shaking_frequency|auto-set_temperature|auto-setup|auto-shovel_in|auto-shovel_out|auto-start_shaking|auto-stop|auto-stop_shaking|auto-take_in_plate|auto-wait_for_task_completion|auto-wait_for_transfer_station,这是一种用于微孔板自动存取、培养和转运的实验室培养存储设备，带有内部存储位、传送位和外部暴露位，可控制温度、CO2、湿度和O2，并支持振荡和条码读取。常用于细胞培养、高通量筛选和自动化工作站中的板管理。,"This is an automated laboratory incubator and storage system for microplates, with internal storage positions, a transfer station, and an external exposed position. It can control temperature, CO2, humidity, and O2, and supports shaking and barcode reading. It is commonly used for cell culture, high-throughput screening, and automated plate management workflows.",组织培养试验箱|微孔板自动培养存储系统,器件/细胞设备|物流/机械|生命体系|细胞生物学研究|微孔板样品孵育与混匀|微孔板检测与高通量筛选|组织培养试验箱|微孔板自动培养存储系统
英特尔 RealSense D435 深度相机,Intel RealSense D435 Depth Camera,d435_rgb_stream,d435_rgb_stream,3,16,auto-camera_response_callback|auto-process_and_queue_image|auto-setup_ffmpeg_stream,一款面向机器人与机器视觉实验的 RGB-D 深度相机，可采集彩色图像并支持空间感知。该设备常用于目标观察、场景记录、视觉算法测试和实验过程的实时视频采集；从当前证据看，此处主要使用其 RGB 视频输出能力。,"An RGB-D depth camera for robotics and machine vision experiments, capable of capturing color images and supporting spatial perception. It is commonly used for target observation, scene recording, vision algorithm testing, and live video capture during experiments; based on the available evidence, the RGB video output is the primary function used here.",工业相机|RGB-D深度相机,表征设备|机器人与移动平台|三维感知与空间测绘|实验成像与机器视觉|移动机器人与自动驾驶实验|工业相机|RGB-D深度相机
通用实验探测器,Generic Laboratory Detector,daq__detector,daq__detector,8,79,auto-close|auto-data_ready|auto-emit_temp_data|auto-grab_data|auto-ini_detector|auto-queue_command|auto-single|auto-update_settings,一种用于实验室测量的数据探测设备，泛指可输出测量信号或图像的检测仪器，如光电探测器、相机或其他科学传感器。它通常用于采集单次或连续实验数据，并将结果提供给实验控制与分析系统。,"A laboratory measurement detector used to acquire experimental signals or images, broadly covering instruments such as photodetectors, cameras, or other scientific sensors. It is typically used for single-shot or continuous data acquisition and provides measurement results to laboratory control and analysis systems.",通用实验探测器,表征设备|实验室自动化与仪器集成|智慧表征与检测中心|实验仪器数据采集与联机控制|通用实验探测器
电动位移执行器,Motorized Positioning Actuator,daq__move,daq__move,28,67,auto-actuator|auto-append_data|auto-axis_name|auto-child_added|auto-connect_leco|auto-connect_tcp_ip|auto-grab|auto-init_hardware|auto-master|auto-move|auto-move_abs|auto-move_home|auto-move_rel|auto-move_rel_m|auto-move_rel_p|auto-param_deleted|auto-process_tcpip_cmds|auto-process_ui_cmds|auto-quit_fun|auto-raise_timeout|auto-setup_continuous_saving|auto-stop_grab|auto-stop_motion|auto-thread_status|auto-units|auto-update_plugin_config|auto-update_settings|auto-value_changed,一种用于实验室自动定位与扫描的电动运动装置，可驱动样品、探头或光学元件沿一个或多个轴进行绝对移动、相对移动、回零和停止，并返回当前位置与轴信息。常见形式包括电动位移台、旋转台或其他机电执行器，常用于对准、扫描和自动化测量。,"A motorized motion device used for laboratory positioning and scanning. It can move samples, probes, or optical components along one or more axes with absolute moves, relative moves, homing, and stop control, while reporting current position and axis information. Typical examples include motorized translation stages, rotation stages, and other electromechanical actuators used for alignment, scanning, and automated measurements.",电动定位台,物流/机械|精密定位与运动控制|实验室自动化与仪器集成|样品/探针定位与运动控制|电动定位台
电动位移台执行器,Motorized Stage Actuator,daq__move__hardware,daq__move__hardware,11,67,auto-Move_Stoped|auto-check_position|auto-close|auto-ini_stage|auto-move_abs|auto-move_done|auto-move_home|auto-move_rel|auto-queue_command|auto-stop_motion|auto-update_settings,一种用于线性或旋转定位的电动执行器/位移台，可进行初始化、回零、绝对与相对移动、位置读取和停止运动，常用于光学对准、样品定位及实验自动化扫描。,"A motorized actuator or positioning stage used for linear or rotational positioning. It supports initialization, homing, absolute and relative moves, position readback, and motion stop, and is commonly used for optical alignment, sample positioning, and automated laboratory scanning.",电动定位台,物流/机械|精密定位与运动控制|样品/探针定位与运动控制|电动定位台
通用TCP探测器/数据采集设备,Generic TCP Detector / Data Acquisition Instrument,daq__viewer_tcp_server,daq__viewer_tcp_server,13,40,auto-close|auto-command_done|auto-command_to_from_client|auto-commit_settings|auto-data_ready|auto-grab_data|auto-ini_detector|auto-read_data|auto-send_data|auto-set_0D_Mock_data|auto-set_1D_Mock_data|auto-set_2D_Mock_data|auto-stop,这是一类通过 TCP/IP 与上位机通信的通用实验探测器或数据采集设备，可输出标量、一维曲线或二维图像数据。它适合把远程传感器、线阵/面阵探测器、相机或其他测量前端接入实验自动化系统，用于实时采集、传输和显示测量结果。,"This is a generic laboratory detector or data acquisition instrument that communicates with a host computer over TCP/IP and can provide scalar, 1D trace, or 2D image data. It is suitable for integrating remote sensors, line or area detectors, cameras, or other measurement front ends into an automated lab system for real-time acquisition, transfer, and display of measurement data.",数据采集与控制接口|网络化数据采集仪,表征设备|实验室自动化与仪器集成|智慧表征与检测中心|实验仪器数据采集与联机控制|实验仪器通信与驱动集成|数据采集与控制接口|网络化数据采集仪
扫描采集控制模块,DAQ Scan Acquisition Control Module,daq_scan,daq_scan,43,61,auto-check_number_type_viewers|auto-clear_plot_from|auto-close_file|auto-create_dataset_settings|auto-create_new_file|auto-do_scan|auto-exit_runner_thread|auto-h5saver|auto-load_file|auto-loop_scan_batch|auto-module_and_data_saver|auto-move_at|auto-move_to_crosshair|auto-plot_from|auto-prepare_viewers|auto-process_ui_cmds|auto-quit_fun|auto-save_file|auto-save_metadata|auto-save_temp_live_data|auto-set_config|auto-set_ini_positions|auto-set_metadata_about_current_scan|auto-set_metadata_about_dataset|auto-set_scan|auto-set_scan_batch|auto-setup_ui|auto-show_batcher|auto-show_file_attributes|auto-show_file_content|auto-show_log|auto-show_navigator|auto-show_scan_selector|auto-start_scan|auto-start_scan_batch|auto-stop_scan|auto-thread_status|auto-update_actuators|auto-update_file_settings|auto-update_live_plots|auto-update_scan_info|auto-update_status|auto-value_changed,用于实验室自动扫描测量的控制模块，可协调执行器与探测器完成位置扫描、实时绘图、批量扫描以及 HDF5 数据保存，常用于显微成像、光谱映射和多参数测量实验。,"A laboratory scan-acquisition control module used to coordinate actuators and detectors for automated scans, live plotting, batch runs, and HDF5 data saving. It is commonly used in microscopy, spectral mapping, and multiparameter measurement workflows.",数据采集与控制接口|扫描采集控制模块,表征设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|样品/探针定位与运动控制|显微成像与光学显微实验|光谱采集与检测|数据采集与控制接口|扫描采集控制模块
PyMoDAQ 实验控制仪表板,PyMoDAQ Experiment Control Dashboard,dash_board,dash_board,72,89,auto-activate_overshoot|auto-activate_remote|auto-activate_shortcut|auto-add_det|auto-add_det_from_extension|auto-add_move|auto-add_move_from_extension|auto-add_status|auto-check_update|auto-clear_move_det_controllers|auto-connect_things|auto-create_activated_shortcut|auto-create_menu_slot|auto-create_menu_slot_ext|auto-create_menu_slot_over|auto-create_menu_slot_remote|auto-create_menu_slot_roi|auto-create_overshoot|auto-create_preset|auto-create_remote|auto-create_roi_file|auto-do_stuff_from_out_bounds|auto-init_pygame|auto-load_adaptive|auto-load_bayesian|auto-load_console|auto-load_datamixer|auto-load_extension_from_name|auto-load_extensions_module|auto-load_layout_state|auto-load_log_module|auto-load_pid_module|auto-load_scan_module|auto-modify_overshoot|auto-modify_preset|auto-modify_remote|auto-modify_roi|auto-override_det_from_extension|auto-parameter_tree_changed|auto-poll_init|auto-pygame_loop|auto-quit_fun|auto-remove_actuators|auto-remove_detectors|auto-remove_modules|auto-remove_preset_related_files|auto-restart_fun|auto-save_layout_state|auto-save_layout_state_auto|auto-set_extra_preset_params|auto-set_file_preset|auto-set_overshoot_configuration|auto-set_preset_mode|auto-set_preset_path|auto-set_remote_configuration|auto-set_roi_configuration|auto-setup_actions|auto-setup_docks|auto-setup_menu|auto-show_about|auto-show_config|auto-show_file_attributes|auto-show_help|auto-show_log|auto-start_plugin_manager|auto-stop_moves|auto-stop_moves_from_overshoot|auto-update_init_tree|auto-update_module_manager|auto-update_preset_action|auto-update_preset_action_list|auto-update_status,这是一个面向实验室自动化与数据采集的图形化控制面板软件，用于集中管理探测器、运动执行器、扫描、日志、PID 和扩展模块，便于搭建实验流程、监控状态并组织测量任务。,"This is a graphical laboratory automation and data acquisition dashboard used to centrally manage detectors, motion actuators, scans, logging, PID tools, and extension modules, helping users organize experiments, monitor status, and run measurement workflows.",数据采集与控制接口|实验控制仪表板,实验执行&合成设备|表征设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|实验仪器通信与驱动集成|数据采集与控制接口|实验控制仪表板
数据采集设备,Data Acquisition Device,data_device,data_device,8,139,auto-abort|auto-disable|auto-enable|auto-grab_next_data|auto-receiveClient|auto-receiveData|auto-set_client|auto-update_settings,通用实验数据采集设备，用于从实验硬件获取测量数据，并在显微镜成像、数字信号采集或传感器记录等场景中按触发或连续方式输出数据。,"A generic laboratory data acquisition device used to collect measurement data from experimental hardware and output it in triggered or continuous operation, such as in microscopy imaging, digital signal capture, or sensor logging.",高速数据采集系统|模拟输入数据采集模块|数据采集与控制接口,表征设备|实验室自动化与仪器集成|智慧表征与检测中心|实验仪器数据采集与联机控制|瞬态信号采集与同步触发测量|显微成像与光学显微实验|电压监测与传感器信号采集|高速数据采集系统|模拟输入数据采集模块|数据采集与控制接口
实验数据分组,Data Group,data_group,data_group,18,41,auto-append_data_group|auto-append_display_item|auto-connect_display_items|auto-counted_display_items|auto-create_proxy|auto-data_groups|auto-disconnect_display_items|auto-display_item_specifiers|auto-display_items|auto-insert_data_group|auto-insert_display_item|auto-item_specifier|auto-project|auto-remove_data_group|auto-remove_display_item|auto-subtract_counted_display_items|auto-title|auto-update_counted_display_items,这是实验数据分析软件中的数据分组对象，用于在项目内组织显示项和子分组，便于分层管理图像、谱图等实验结果。它不是物理实验仪器。,"This is a data-group object in scientific data analysis software, used to organize display items and nested groups within a project for hierarchical management of images, spectra, and other experimental results. It is not a physical laboratory device.",科学数据分组管理对象,后处理设备|实验数据管理与记录|显微成像与光学显微实验|光谱采集与检测|科学数据分组管理对象
