id,name,name_en,type,source_files,rationale_examples,confidence
P-30002,实验文件监视器,Experimental File Watcher,device_template_tag,tag_additions_proposed.csv,该对象持续监视实验目录、维护文件列表并保存日志，适合归入实验文件监视器模板。,low
P-10010,实验脚本编辑器,Experiment Script Editor,device_template_tag,tag_additions_proposed.csv,该对象提供新建、打开、保存、运行和停止脚本等功能，明显属于实验脚本编辑与执行器模板。,low
P-9000011,实验自动化资源类生成器,Laboratory Automation Resource Class Generator,device_template_tag,tag_additions_proposed.csv,该组件将自动化平台资源文件转换为可调用类对象，属于一类可复用于多种自动化平台的软件生成工具。,low
P-970001,实验配方规则引擎,Experiment Recipe Rule Engine,device_template_tag,tag_additions_proposed.csv,该组件专门承担配方规则定义、准备和任务组织职责，适合作为规则引擎类模板。,low
P-0013,射频信号发生器,RF Signal Generator,device_template_tag,tag_additions_proposed.csv,设备本身就是可调频率、幅度和相位的台式射频信号发生器。,low
P-500902,属性连接组件,Property Connection Component,device_template_tag,tag_additions_proposed.csv,该设备本质上是用于属性绑定和同步的软件连接组件，适合作为一类通用模板标签。,low
P-31006,工业协议报文解析器,Industrial Protocol Message Decoder,device_template_tag,tag_additions_proposed.csv,该软件组件的核心作用是对工业通信协议帧进行解码标注，适合作为通用工业协议报文解析器模板。 || 它并非物理仪器，而是面向工业协议报文的通用解码解析组件。,low
P-20002,开关控制单元,Switch/Control Unit,device_template_tag,tag_additions_proposed.csv,HP 3488A是可编程模块化开关控制主机，不仅是单块继电器板，更适合作为开关控制单元模板。,low
P-00005,快门时序控制器,Shutter Timing Controller,device_template_tag,tag_additions_proposed.csv,该组件专门负责快门输出通道的延迟补偿、定时指令生成和序列调度，适合作为通用快门时序控制模板。,low
P-13012,感兴趣区图形标注器,ROI Graphic Annotator,device_template_tag,tag_additions_proposed.csv,这是科学成像软件中可复用的图形标注/ROI对象模板，而非具体显微镜本体。,low
P-9906,扫描采集控制模块,Scan Acquisition Control Module,device_template_tag,tag_additions_proposed.csv,该设备是面向自动扫描、映射测量和文件保存的专用控制模块，现有模板不够完整。,low
P-900102,持久化属性组件,Persistent Property Component,device_template_tag,tag_additions_proposed.csv,该组件专门管理单个持久化属性值及其序列化形式，适合作为通用持久化属性类模板。,low
P-990906,按行索引实验记录存储器,Line-Indexed Experimental Record Store,device_template_tag,tag_additions_proposed.csv,该组件比普通文件读写器更强调按行索引和随机访问，适合作为独立存储模板。,low
P-00003,振荡器模拟后端,Shaker Simulation Backend,device_template_tag,tag_additions_proposed.csv,该组件并非实体振荡器，而是面向振荡器工作流的可复用模拟后端模板。,low
P-0102,数字命令序列控制器,Digital Command Sequencer,device_template_tag,tag_additions_proposed.csv,该设备的核心形态是可存储并输出数字命令模式的序列控制器。,low
P-13013,数控固件运动控制器,GRBL Motion Controller,device_template_tag,tag_additions_proposed.csv,该设备运行GRBL类固件并直接解释G-code控制多轴运动，适合作为此类运动控制器模板。,low
P-92003,文件与命令远程客户端,Remote File & Command Client,device_template_tag,tag_additions_proposed.csv,它并非具体仪器，而是用于远程文件操作和命令执行的软件客户端模板。,low
P-9803,智能舵机总线,Smart Servo Bus,device_template_tag,tag_additions_proposed.csv,该设备是由总线型智能舵机及串行总线构成的多执行器控制系统，适合作为独立模板。,low
P-10015,机器人仿真实体,Robotic Simulation Entity,device_template_tag,tag_additions_proposed.csv,该对象可抽象表示桌面、箱体、机械臂、人形机器人等多类仿真实体，适合作为通用仿真设备模板。,low
P-900909,机器人夹爪,Robotic Gripper,device_template_tag,tag_additions_proposed.csv,设备还包含用于开合抓取样品的夹爪末端执行器，适合作为独立通用模板。,low
P-20001,机器人电动夹爪,Robotic Electric Gripper,device_template_tag,tag_additions_proposed.csv,该设备是可设定位置、速度和夹持力的电动机器人夹爪，适合作为通用夹爪模板。 || 该设备是安装在机器人末端、可控位置速度力度的电动夹爪。,low
P-99010002,机器人运动桥接节点,Robot Motion Bridge Node,device_template_tag,tag_additions_proposed.csv,该组件是将上层机器人运动命令桥接到设备接口的通用软件节点类型，Tron1桥接器符合此模板。,low
P-13005,机器人运动目标节点,Robot Motion Goal Node,device_template_tag,tag_additions_proposed.csv,该对象并非机械臂本体，而是可复用的机器人运动目标逻辑组件，适合作为一类控制节点模板。,low
4402,机械臂,Robotic Arm,device_template_tag,tag 标签列表.csv,,low
P-40008,模块化实验控制面板,Modular Experimental Control Console,device_template_tag,tag_additions_proposed.csv,该设备本质是可模块化扩展的实体实验控制面板。,low
P-8105,气体质量流量控制器,Gas Mass Flow Controller,device_template_tag,tag_additions_proposed.csv,设备本体就是带控制阀的气体质量流量控制器，适合作为通用模板标签。,low
P-1008,涡轮分子真空泵,Turbomolecular Vacuum Pump,device_template_tag,tag_additions_proposed.csv,设备名称直接表明其为涡轮分子真空泵。,low
P-92001,液位传感器,Liquid Level Sensor,device_template_tag,tag_additions_proposed.csv,该设备核心能力就是检测容器或储液槽液位，现有模板中缺少更直接的液位传感器类别。,low
P-90001,温度控制器,Temperature Controller,device_template_tag,tag_additions_proposed.csv,Lake Shore 336本质上是多传感器温度读出与控温用的温度控制器。 || Lake Shore 340是用于低温传感器读出和控温的温度控制器。 || Lake Shore 350是多通道读温并驱动加热器的通用温度控制器。,low
P-9900103,温湿度传感器,Temperature & Humidity Sensor,device_template_tag,tag_additions_proposed.csv,SHT85是典型数字温湿度一体传感器，现有模板缺少同时覆盖温度与湿度的设备类型。,low
P-900101,激光器控制器,Laser Controller,device_template_tag,tag_additions_proposed.csv,该设备专门控制实验室激光器的电流、功率、调制、联锁和故障状态，适合作为激光器控制器模板。,low
P-990107,皮秒延时发生器,Picosecond Delay Generator,device_template_tag,tag_additions_proposed.csv,该设备专用于相对输入沿生成皮秒级可编程延时与脉冲宽度输出。,low
P-900104,真空泵,Vacuum Pump,device_template_tag,tag_additions_proposed.csv,证据明确表明这是 Pfeiffer 的真空泵或配套泵控单元，现有模板过于限定为涡轮分子泵，因此补充更通用的真空泵模板更合适。,low
P-9102,短波红外相机,SWIR Camera,device_template_tag,tag_additions_proposed.csv,该设备明确为Specim短波红外成像相机，模板应区别于普通可见光或通用工业相机。,low
P-50001,系统状态监测伪设备,System State Monitoring Pseudo-Device,device_template_tag,tag_additions_proposed.csv,该对象无独立硬件实体，专门把操作系统内部状态暴露为实验自动化可读取的逻辑设备。,low
P-0018,继电器切换板,Relay Switching Board,device_template_tag,tag_additions_proposed.csv,设备本质上是多通道继电器切换板，用于控制电源和负载连接关系。,low
P-9905,网络化数据采集仪,Networked Data Acquisition Instrument,device_template_tag,tag_additions_proposed.csv,该设备通过TCP/IP输出0D/1D/2D数据，适合作为网络化通用采集仪器模板。,low
P-80000005,网络摄像头,Webcam,device_template_tag,tag_additions_proposed.csv,该设备是通用可见光网络摄像头，现有工业相机/科学相机标签不如该模板准确。,low
P-900906,联合实验控制后端,Coordinated Experiment Control Backend,device_template_tag,tag_additions_proposed.csv,该对象不是单一仪器，而是协调源表、温控器和界面的联合实验控制后端。 || 该软件组件用于协调多台仪器和GUI进行实验监测，符合通用联合实验控制后端模板。,low
4446,自动化耗材堆栈,Automated Consumable Stack,device_template_tag,tag 标签列表.csv,,low
P-6001,蓝牙流式采集设备,Bluetooth Streaming Acquisition Device,device_template_tag,tag_additions_proposed.csv,该设备是面向实验实时监测的通用BLE连续流式传感/采集终端，适合作为一类设备模板。,low
P-970005,视频文件采集源,Video File Capture Source,device_template_tag,tag_additions_proposed.csv,现有模板有文件夹图像采集源，但缺少针对视频文件连续帧读取的软件视频源模板。,low
P-990201,远程实验控制客户端,Remote Experiment Control Client,device_template_tag,tag_additions_proposed.csv,该组件作为非实体客户端连接远程SPEC会话，发送命令并操作电机/计数器对象，适合作为远程实验控制客户端模板。,low
P-200009,通用传感器接口,Generic Sensor Interface,device_template_tag,tag_additions_proposed.csv,该对象不是单一传感器，而是面向多类传感器统一读取、校准和记录的通用接口。,low
P-21001,通用字节流仪器通信接口,Generic Byte-Stream Instrument Communication Interface,device_template_tag,tag_additions_proposed.csv,该设备并非单一串口接口，而是面向串口、网络套接字和进程管道的通用原始字节流通信接口。,low
P-9904,通用实验探测器,Generic Laboratory Detector,device_template_tag,tag_additions_proposed.csv,该设备并非单一相机或单一传感器，而是面向多类实验信号/图像采集的通用探测器模板。,low
P-10008,通用实验设备占位器,Generic Laboratory Device Placeholder,device_template_tag,tag_additions_proposed.csv,该对象明确是未定型号的物理设备占位模板，适合表示待接入的通用实验硬件。,low
P-13006,通用接口总线仪器通信接口,General-Purpose Interface Bus Instrument Communication Interface,device_template_tag,tag_additions_proposed.csv,该设备专门把采用IEEE-488/GPIB接口的台式仪器接入计算机控制系统，适合作为GPIB通信接口模板。,low
P-13007,通用数字输入输出外设,General Digital Input/Output Peripheral,device_template_tag,tag_additions_proposed.csv,该对象表示通过单个GPIO引脚连接的通用数字外设，适合作为一类常见外设模板。,low
P-20003,阻抗分析仪,Impedance Analyzer,device_template_tag,tag_additions_proposed.csv,HP 4395A还支持阻抗测量，现有模板标签未覆盖该能力，补充阻抗分析仪更完整。,low
P-0001,实验室自动化与仪器集成,Laboratory Automation & Instrument Integration,experimental_domain,tag_additions_proposed.csv,该设备兼具采集与控制接口功能，适合归入面向传感器、执行器和软件联动的实验室自动化与仪器集成领域。 || libusb 让上层应用直接访问和控制 USB 设备，是实验室仪器互联、驱动集成和自动化控制的基础能力。,low
P-0029,X射线成像与束线探测,X-Ray Imaging & Beamline Detection,experimental_scene,tag_additions_proposed.csv,描述明确提到同步辐射束线和X射线成像，这是更贴切的实验场景。,low
P-0206,低温实验温控与制冷,Cryogenic Temperature Control & Cooling,experimental_scene,tag_additions_proposed.csv,设备支持温度或功率设定、恒温模式和故障监测，符合低温温控场景。,low
P-1102,多维实验数据可视化,Multidimensional Experimental Data Visualization,experimental_scene,tag_additions_proposed.csv,其功能集中在多维数据选择、刷新与显示配置，适配多维可视化场景。 || 支持 sequence、collection、slice 等多维数据显示操作，场景高度吻合。 || 组件可处理多维数据、图层叠加和校准显示，适合多维科学数据显示场景。,low
P-600109,实验仪表板远程交互与界面控制,Remote Experimental Dashboard Interaction & UI Control,experimental_scene,tag_additions_proposed.csv,该组件直接面向实验仪表板字段读写、确认按钮触发和界面自动化。,low
P-1104,实验数据目录存储与资源管理,Experimental Data Directory Storage & Resource Management,experimental_scene,tag_additions_proposed.csv,该组件直接处理目录成员枚举、查找、上传和发送，符合目录资源管理场景。,low
P-990001,无线网络接入与设备联网配置,Wireless Network Access & Device Networking Configuration,experimental_scene,tag_additions_proposed.csv,该模型专门封装SSID、安全方式、IP、网关和DNS等联网参数。 || 该模型围绕SSID、IP、网关、DNS和安全方式组织无线联网参数。,low
P-13004,机器人运动规划与任务编排,Robot Motion Planning & Task Orchestration,experimental_scene,tag_additions_proposed.csv,该节点用于目标组合、顺序执行、约束叠加和监视条件组织，明显属于机器人运动规划与任务编排场景。,low
P-20010,科学数据存储与归档,Scientific Data Storage & Archiving,experimental_scene,tag_additions_proposed.csv,描述集中在实验结果按层级保存、属性记录和长期归档。,low
P-99020004,红外热成像与热帧采集,Infrared Thermal Imaging & Thermal Frame Acquisition,experimental_scene,tag_additions_proposed.csv,该模块支持热帧初始化、更新和批量读取，典型用于红外热成像与热帧采集场景。,low
P-11001,超声成像与多普勒流动监测,Ultrasound Imaging & Doppler Flow Monitoring,experimental_scene,tag_additions_proposed.csv,该设备同时支持常规超声成像和多普勒相关采集，场景上比通用成像更贴切。,low
P-20008,载荷与应变片信号采集,Load Cell & Strain Gauge Signal Acquisition,experimental_scene,tag_additions_proposed.csv,描述直接提到载荷/应变片类传感器接入、清零、偏置和连续数据采集。,low
P-13008,通用数字输入输出与状态检测,Generic Digital I/O & State Detection,experimental_scene,tag_additions_proposed.csv,该类设备用于按钮、开关、指示灯和逻辑电平传感器的状态读取与简单控制，符合数字I/O与状态检测场景。,low
P-2014,高光谱成像与反射/辐射表征,Hyperspectral Imaging & Reflectance/Radiance Characterization,experimental_scene,tag_additions_proposed.csv,描述中明确提到高光谱成像、样品筛查以及反射/辐射成像。,low
