name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags,source_file,matched_life_science_tags,matched_tag_confidences,confidence,confidence_refined
汉密尔顿自动化液体处理工作站,Hamilton automated liquid handling workstation,hamilton_tcp_backend,hamilton_tcp_backend,9,24,auto-is_connected|auto-parse_error|auto-read|auto-read_exact|auto-send_command|auto-serialize|auto-setup|auto-stop|auto-write,汉密尔顿自动化液体处理工作站是一类用于实验室自动化移液、分液和样品制备的台式仪器，常见于高通量实验流程。它通常配备移液通道、机械运动平台以及用于板、管等耗材处理的模块，可用于试剂分装、样品转移和标准化液体处理任务。,"A Hamilton automated liquid handling workstation is a benchtop laboratory instrument used for automated pipetting, dispensing, and sample preparation in high-throughput workflows. It typically combines pipetting channels, a robotic motion system, and modules for handling plates, tubes, and other labware, and is used for reagent distribution, sample transfer, and standardized liquid handling tasks.",移液工作站,备料&前处理设备|物流/机械|实验室自动化与仪器集成|移液站产品|移液工作站,_aggregate_device_info_output.csv,实验室自动化与仪器集成|移液站产品|移液工作站,low|medium|medium,medium,high
Heraeus Cytomat自动微孔板培养存储系统,Heraeus Cytomat automated microplate incubator,heraeus_cytomat_backend,heraeus_cytomat_backend,16,27,auto-close_door|auto-deserialize|auto-fetch_plate_to_loading_tray|auto-get_temperature|auto-initialize|auto-open_door|auto-read_plate_detection_xfer|auto-serialize|auto-set_racks|auto-set_temperature|auto-setup|auto-start_shaking|auto-stop|auto-stop_shaking|auto-take_in_plate|auto-wait_for_transfer_station,这是一种用于自动化实验流程的微孔板培养与存储设备，带有温度控制、振荡和传送工位，可在内部板架中存放微孔板，并通过舱门与装载托盘完成进出板。常用于细胞培养、样品孵育以及与机器人联用的高通量实验流程。,"An automated microplate incubator and storage unit for laboratory automation workflows. It provides temperature control, shaking, and a transfer/loading station to move plates between internal racks and external handlers. It is used for microplate incubation, storage, and robotic high-throughput laboratory workflows.",微孔板自动培养存储系统,器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板自动培养存储系统,_aggregate_device_info_output.csv,器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板自动培养存储系统,high|high|low|high|high|medium,high,high
INHECO堆叠式孵育振荡器,INHECO Incubator Shaker Stack,inheco_incubator_shaker_stack_backend,inheco_incubator_shaker_stack_backend,70,137,auto-close|auto-delete_counter|auto-get_temperature|auto-initialize|auto-is_shaking_enabled|auto-is_temperature_control_enabled|auto-number_of_connected_units|auto-open|auto-perform_self_test|auto-read_whole_shaker_calibration_data|auto-request_calibration_high|auto-request_calibration_low|auto-request_delta_temperature|auto-request_drawer_cycles_performed|auto-request_drawer_status|auto-request_firmware_version|auto-request_incubator_type|auto-request_is_initialized|auto-request_labware_detection_threshold|auto-request_last_calibration_date|auto-request_machine_allocation|auto-request_maximum_allowed_temperature|auto-request_motor_current_limit_anticlockwise|auto-request_motor_current_limit_clockwise|auto-request_motor_power_anticlockwise|auto-request_motor_power_clockwise|auto-request_number_of_connected_machines|auto-request_operation_time_in_hours|auto-request_pid_controller_coefficients|auto-request_plate_in_incubator|auto-request_plate_status_known|auto-request_proportionality_factor|auto-request_serial_number|auto-request_shaker_amplitude_x|auto-request_shaker_amplitude_y|auto-request_shaker_calibration_value|auto-request_shaker_frequency_x|auto-request_shaker_frequency_y|auto-request_shaker_phase_shift|auto-request_target_temperature|auto-request_thermal_calibration_date|auto-request_whole_calibration_data|auto-reset_calibration_data|auto-send_command|auto-set_boost_offset|auto-set_boost_time|auto-set_calibration_high|auto-set_calibration_low|auto-set_cooldown_time_factor|auto-set_heatup_offset|auto-set_heatup_time_factor|auto-set_max_allowed_device_temperature|auto-set_motor_current_limit_anticlockwise|auto-set_motor_current_limit_clockwise|auto-set_motor_power_anticlockwise|auto-set_motor_power_clockwise|auto-set_pid_integration_value|auto-set_pid_proportional_gain|auto-set_proportionality_factor|auto-set_shaker_calibration_value|auto-set_shaker_parameters|auto-set_shaker_pattern|auto-set_shaker_status|auto-setup|auto-shake|auto-start_temperature_control|auto-stop|auto-stop_shaking|auto-stop_temperature_control|auto-wait_for_temperature,这是一种可堆叠的实验室孵育振荡设备，用于微孔板等样品载具的控温孵育与振荡混匀。设备具有装载抽屉或托盘、温度控制和二维振荡功能，适用于细胞培养、样品孵育、反应混匀及自动化工作站中的板式处理流程。,"A stackable laboratory incubator shaker for temperature-controlled incubation and shaking of microplates and similar sample carriers. It includes a loading drawer or tray, temperature regulation, and two-axis shaking, and is used for cell culture, sample incubation, reaction mixing, and plate-based workflows in automated lab systems.",微孔板恒温振荡器,实验执行&合成设备|器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板恒温振荡器,_aggregate_device_info_output.csv,器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板恒温振荡器,high|high|low|high|high|medium,high,high
INHECO孵育振荡器堆叠系统,INHECO Incubator/Shaker Stack,incubator_shaker_stack,incubator_shaker_stack,11,22,auto-close_all|auto-get_all_temperatures|auto-num_units|auto-open_all|auto-request_loading_tray_states|auto-request_shaking_states|auto-request_temperature_control_states|auto-shake|auto-start_all_temperature_control|auto-stop_all_shaking|auto-stop_all_temperature_control,由多个可堆叠孵育振荡单元组成的实验室自动化设备，带有装载托盘，可对样品或微孔板进行温度控制孵育与振荡混匀，常用于自动化培养、反应孵育和样品处理流程。,"A laboratory automation device composed of multiple stackable incubator/shaker units with loading trays, used to provide temperature-controlled incubation and shaking for samples or microplates in automated culture, reaction incubation, and sample-processing workflows.",微孔板恒温振荡器,实验执行&合成设备|器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板恒温振荡器,_aggregate_device_info_output.csv,器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板恒温振荡器,high|high|low|high|high|medium,high,high
INHECO培养振荡单元,INHECO incubator shaker unit,inheco_incubator_shaker_unit,inheco_incubator_shaker_unit,68,137,auto-close|auto-delete_counter|auto-get_temperature|auto-initialize|auto-is_shaking_enabled|auto-is_temperature_control_enabled|auto-number_of_connected_units|auto-open|auto-perform_self_test|auto-read_whole_shaker_calibration_data|auto-request_calibration_high|auto-request_calibration_low|auto-request_delta_temperature|auto-request_drawer_cycles_performed|auto-request_drawer_status|auto-request_firmware_version|auto-request_incubator_type|auto-request_is_initialized|auto-request_labware_detection_threshold|auto-request_last_calibration_date|auto-request_machine_allocation|auto-request_maximum_allowed_temperature|auto-request_motor_current_limit_anticlockwise|auto-request_motor_current_limit_clockwise|auto-request_motor_power_anticlockwise|auto-request_motor_power_clockwise|auto-request_number_of_connected_machines|auto-request_operation_time_in_hours|auto-request_pid_controller_coefficients|auto-request_plate_in_incubator|auto-request_plate_status_known|auto-request_proportionality_factor|auto-request_serial_number|auto-request_shaker_amplitude_x|auto-request_shaker_amplitude_y|auto-request_shaker_calibration_value|auto-request_shaker_frequency_x|auto-request_shaker_frequency_y|auto-request_shaker_phase_shift|auto-request_target_temperature|auto-request_thermal_calibration_date|auto-request_whole_calibration_data|auto-reset_calibration_data|auto-send_command|auto-set_boost_offset|auto-set_boost_time|auto-set_calibration_high|auto-set_calibration_low|auto-set_cooldown_time_factor|auto-set_heatup_offset|auto-set_heatup_time_factor|auto-set_max_allowed_device_temperature|auto-set_motor_current_limit_anticlockwise|auto-set_motor_current_limit_clockwise|auto-set_motor_power_anticlockwise|auto-set_motor_power_clockwise|auto-set_pid_integration_value|auto-set_pid_proportional_gain|auto-set_proportionality_factor|auto-set_shaker_calibration_value|auto-set_shaker_parameters|auto-set_shaker_pattern|auto-set_shaker_status|auto-shake|auto-start_temperature_control|auto-stop_shaking|auto-stop_temperature_control|auto-wait_for_temperature,一种用于微孔板等实验耗材的培养振荡模块，集成加热控温、平面振荡以及抽屉式装载机构，可作为堆叠系统中的单个单元使用，常用于样品孵育、混匀和温控处理。,"A microplate incubator-shaker module with heating, temperature control, planar shaking, and a drawer-based loading mechanism. It is used as an individual unit in a stacked system for sample incubation, mixing, and temperature-controlled processing.",热混匀仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|微孔板样品孵育与混匀|热混匀仪,_aggregate_device_info_output.csv,生命体系|实验室自动化与仪器集成|微孔板样品孵育与混匀|热混匀仪,high|low|high|high,high,high
内存多维图像数据集存储,In-Memory Multidimensional Image Dataset Storage,ndram_dataset_java,ndram_dataset_java,6,15,auto-add_available_axes|auto-close|auto-has_image|auto-is_finished|auto-read_image|auto-read_metadata,这是一个用于显微成像采集流程的软件数据存储组件，在 RAM 中保存多维图像及其元数据，并按通道、Z 层、时间点、位置、行列等坐标建立索引，便于实验过程中快速判断图像是否存在、读取图像内容以及读取对应元数据。,"This is a software data storage component for microscopy acquisition workflows. It stores multidimensional images and their metadata in RAM and indexes them by coordinates such as channel, z, time, position, row, and column for fast checking, retrieval of image data, and retrieval of metadata during experiments.",内存实验项目存储后端|实验数据集对象,表征设备|实验数据管理与记录|显微成像与光学显微实验|实验项目数据缓存与临时持久化|内存实验项目存储后端|实验数据集对象,_aggregate_device_info_output.csv,显微成像与光学显微实验|内存实验项目存储后端|实验数据集对象,medium|low|low,medium,high
Interson USB多普勒超声探头,Interson USB Doppler Ultrasound Probe,doppler,doppler,37,55,auto-BulkIn|auto-BulkOut|auto-BulkOutFour|auto-BulkOutLarge|auto-BulkOutTwo|auto-BulkOutTwo512|auto-ControlIn|auto-ControlOut|auto-DLImgs|auto-Init1004|auto-InitArrays|auto-InitOn|auto-InitOneA|auto-InitRegisters|auto-InitSeries10|auto-Read512|auto-StartRun|auto-checkAddress|auto-checkAddressFull|auto-createLoop|auto-createLoopDoppler|auto-fastMotor|auto-freeze|auto-getImages|auto-getImagesDoppler|auto-getRawImages|auto-getUSBImages|auto-initProbe|auto-progIt|auto-readWrite|auto-saveImage|auto-startAcq|auto-startDoppler|auto-startMotor|auto-stopAcq|auto-stopMotor|auto-unfreeze,这是一类通过 USB 连接的超声探头，可进行常规超声成像，并支持多普勒相关采集，用于实验室或教学中的结构观察、流动现象监测和动态图像记录。根据具体探头结构，设备也可能包含用于机械扫描的内部电机。,"This is a USB-connected ultrasound probe that performs standard ultrasound imaging and supports Doppler-related acquisition. It is used in laboratories or teaching environments for structural observation, flow-related measurements, and dynamic image recording. Depending on the probe design, the device may also include an internal motor for mechanical scanning.",多普勒超声探头,表征设备|智慧表征与检测中心|实验成像与过程监测|超声成像与多普勒流动监测|多普勒超声探头,_aggregate_device_info_output.csv,实验成像与过程监测|超声成像与多普勒流动监测|多普勒超声探头,medium|low|medium,medium,high
定位分析规则,Localization Analysis Rule,localisation_rule,localisation_rule,2,66,auto-on_data_complete|auto-prepare,这不是物理实验仪器，而是一个用于显微成像数据处理的软件规则对象。它用于监视采集帧和事件数据，准备结果文件与元数据，并在数据采集完成后触发或推进定位分析流程，常见于显微镜图像的定位重建或集群分析任务中。,"This is not a physical lab instrument but a software rule object for microscopy data processing. It monitors incoming frames and event data, prepares result files and metadata, and triggers or advances localization analysis once data acquisition is complete, typically in microscope image localization or cluster-based analysis workflows.",定位分析工作流规则,后处理设备|实验数据可视化与分析|显微成像与光学显微实验|显微定位重建与集群分析|定位分析工作流规则,_aggregate_device_info_output.csv,显微成像与光学显微实验|显微定位重建与集群分析,medium|medium,medium,high
微量液体泵,Microfluidic Pump,minipump,minipump,5,12,auto-primePump|auto-read|auto-readPump|auto-runPump|auto-stopPump,一种用于输送微升级液体的实验室泵，可按设定体积、流速和方向推动液体通过管路。常用于微流控、样品传输、试剂加样和流路预充等实验操作。,"A laboratory pump for moving microliter-scale liquids through tubing with defined volume, flow rate, and direction. It is commonly used for microfluidics, sample transfer, reagent delivery, and priming fluid lines.",微流控液体泵,实验执行&合成设备|溶液配制与反应|液体输送与定量分配|微流控液体泵,_aggregate_device_info_output.csv,液体输送与定量分配|微流控液体泵,medium|medium,medium,high
多功能酶标仪,Microplate Reader,plate_reader,plate_reader,8,15,auto-assign_child_resource|auto-close|auto-get_plate|auto-open|auto-read_absorbance|auto-read_fluorescence|auto-read_luminescence|auto-serialize,用于读取微孔板中各孔的吸光度、荧光和发光信号的实验仪器，常用于生化分析、细胞实验和板式检测流程。,"An instrument used to read absorbance, fluorescence, and luminescence signals from wells in a microplate, commonly used for biochemical assays, cell-based experiments, and plate-based analytical workflows.",酶标仪,表征设备|生命体系|智慧表征与检测中心|微孔板检测与高通量筛选|细胞生物学研究|酶标仪,_aggregate_device_info_output.csv,生命体系|微孔板检测与高通量筛选|细胞生物学研究|酶标仪,high|high|high|high,high,high
Molecular Devices 多功能酶标仪,Molecular Devices Multimode Microplate Reader,molecular_devices_backend,molecular_devices_backend,19,50,auto-clear_error_log|auto-close|auto-get_firmware_version|auto-get_status|auto-get_temperature|auto-open|auto-read_absorbance|auto-read_error_log|auto-read_fluorescence|auto-read_fluorescence_polarization|auto-read_luminescence|auto-read_time_resolved_fluorescence|auto-send_command|auto-serialize|auto-set_temperature|auto-setup|auto-start_shake|auto-stop|auto-stop_shake,这是一种用于读取微孔板样品信号的多功能酶标仪，可进行吸光度、荧光、化学发光、荧光偏振和时间分辨荧光检测。设备通常用于生化分析、细胞实验、免疫检测、酶活性测定和高通量筛选，并支持控温与振荡等板上实验条件控制。,"A multimode microplate reader used to measure signals from samples in microplates. It supports absorbance, fluorescence, luminescence, fluorescence polarization, and time-resolved fluorescence measurements. The instrument is commonly used for biochemical assays, cell-based experiments, immunoassays, enzyme activity measurements, and high-throughput screening, with support for temperature control and plate shaking.",酶标仪,表征设备|器件/细胞设备|生命体系|细胞生物学研究|微孔板检测与高通量筛选|微孔板样品孵育与混匀|酶标仪,_aggregate_device_info_output.csv,器件/细胞设备|生命体系|细胞生物学研究|微孔板检测与高通量筛选|微孔板样品孵育与混匀|酶标仪,high|high|high|high|high|high,high,high
奥林巴斯 BX2A 显微镜机身,Olympus BX2A microscope body,bx2_a,bx2_a,8,22,auto-idn|auto-init_origin|auto-lamp_status|auto-move_relative|auto-movement_status|auto-query|auto-soft_limits|auto-z,BX2A 是奥林巴斯显微镜的机身/主体平台，用于承载显微镜的光学、照明与运动部件，并在实验中完成样品观察与成像相关的基础操作。根据可见控制项，该机身支持灯状态管理、Z 轴位置调整、运动状态查询以及软限位与原点设置，适用于常规显微观察与实验室成像流程。,"The BX2A is an Olympus microscope body/stand that serves as the main platform for the optical, illumination, and motion components of a microscope. In laboratory use it supports core observation and imaging tasks. Based on the exposed controls, the body supports lamp status management, Z-axis positioning, motion-state reporting, and soft-limit and origin settings for routine microscopy workflows.",普通光学显微镜,表征设备|智慧表征与检测中心|显微成像与光学显微实验|普通光学显微镜,_aggregate_device_info_output.csv,显微成像与光学显微实验|普通光学显微镜,medium|medium,medium,high
奥林巴斯 IX/BX 显微镜机身,Olympus IX/BX microscope body,ixbx,ixbx,10,22,auto-idn|auto-init_origin|auto-lamp_status|auto-move_relative|auto-move_relative_async|auto-movement_status|auto-query|auto-soft_limits|auto-stop|auto-z,奥林巴斯 IX/BX 系列研究级显微镜机身，可管理照明状态并控制物镜/对焦机构的 Z 轴运动与限位，用于实验室样品观察、对焦和显微成像。,"A research-grade Olympus IX/BX microscope body that manages illumination status and controls objective/focus Z-axis motion and limits for laboratory sample observation, focusing, and microscopy imaging.",普通光学显微镜,表征设备|智慧表征与检测中心|显微成像与光学显微实验|普通光学显微镜,_aggregate_device_info_output.csv,显微成像与光学显微实验|普通光学显微镜,medium|medium,medium,high
奥林巴斯 IX2 倒置显微镜机身,Olympus IX2 inverted microscope body,ix2,ix2,8,22,auto-idn|auto-init_origin|auto-lamp_status|auto-move_relative|auto-movement_status|auto-query|auto-soft_limits|auto-z,奥林巴斯 IX2 是实验室用倒置显微镜机身，用于承载物镜、照明与调焦机构，并对样品进行显微观察。该类设备常用于细胞培养、活体样品观察、荧光成像及常规生物显微实验中的 Z 轴调焦和机身状态控制。,"The Olympus IX2 is an inverted microscope body used in laboratories to support the objective turret, illumination, and focusing mechanisms for microscopic sample observation. It is commonly used for cell culture work, live-sample observation, fluorescence imaging, and general biological microscopy involving Z-axis focusing and microscope body status control.",普通光学显微镜,表征设备|生命体系|显微成像与光学显微实验|细胞生物学研究|普通光学显微镜,_aggregate_device_info_output.csv,生命体系|显微成像与光学显微实验|细胞生物学研究|普通光学显微镜,high|medium|high|medium,high,high
奥林巴斯IX81卤素灯,Olympus IX81 Halogen Lamp,olympus_ix81_halogen_lamp,olympus_ix81_halogen_lamp,3,11,auto-IsOn|auto-TurnOff|auto-TurnOn,用于奥林巴斯 IX81 倒置显微镜的卤素照明光源，为样品观察提供可见光照明，常用于明场或透射照明下的常规显微成像与对焦。,"A halogen illumination source for the Olympus IX81 inverted microscope, providing visible-light illumination for sample observation and commonly used for routine microscopy and focusing in brightfield or transmitted-light imaging.",显微镜卤素照明光源,表征设备|光学与光谱实验|显微成像与光学显微实验|显微镜卤素照明光源,_aggregate_device_info_output.csv,显微成像与光学显微实验|显微镜卤素照明光源,medium|medium,medium,high
OpenBCI生物电采集板,OpenBCI biosensing board,open_bci_board,open_bci_board,20,31,auto-check_connection|auto-disable_filters|auto-disconnect|auto-enable_filters|auto-find_port|auto-getNbAUXChannels|auto-getNbEEGChannels|auto-getSampleRate|auto-openbci_id|auto-print_bytes_in|auto-print_incoming_text|auto-print_packets_in|auto-print_register_settings|auto-reconnect|auto-run|auto-set_channel|auto-start_streaming|auto-stop|auto-test_signal|auto-warn,这是一种多通道开源生物电信号采集板，主要用于采集脑电信号，并可提供辅助通道输入。设备可通过扩展模块增加通道数，适合用于脑机接口实验、神经信号记录、教学演示以及一般生理电信号采集。,"This is a multi-channel open-source biosensing board mainly used to acquire EEG signals, with additional auxiliary input channels. It can expand channel count with a daisy module and is commonly used for brain-computer interface experiments, neural signal recording, teaching, and general physiological signal acquisition.",模拟输入数据采集模块|生物电信号采集板,表征设备|生命体系|传感测量与环境感知|模拟输入数据采集模块|脑机接口与生理电信号采集|生物电信号采集板,_aggregate_device_info_output.csv,生命体系|生物电信号采集板,high|medium,high,high
OpenBCI 生物电采集板（LSL流输出）,OpenBCI biosignal acquisition board with LSL streaming,streamer_lsl,streamer_lsl,10,17,auto-begin|auto-change_locations|auto-cleanUp|auto-create_lsl|auto-init_board_settings|auto-initialize_board|auto-send|auto-set_board_settings|auto-start_streaming|auto-stop_streaming,用于初始化和控制 OpenBCI 生物电采集板，并将采集到的多通道数据通过 Lab Streaming Layer（LSL）发布。代码证据显示其可进行串口板卡初始化、默认通道配置、菊花链接入设置、开始/停止采集以及通道位置信息管理，适合脑电等生理信号实验的数据采集与实时流传输。,"Used to initialize and control an OpenBCI biosignal acquisition board and publish multichannel data through Lab Streaming Layer (LSL). The evidence shows serial board initialization, default channel configuration, daisy-module handling, start/stop acquisition, and channel location metadata management, making it suitable for EEG and related biosignal experiments with real-time streaming.",生物电信号采集板|实验数据流传输器,表征设备|生命体系|实验室自动化与仪器集成|脑机接口与生理电信号采集|实验仪器数据采集与联机控制|生物电信号采集板|实验数据流传输器,_aggregate_device_info_output.csv,生命体系|实验室自动化与仪器集成|生物电信号采集板|实验数据流传输器,high|low|medium|low,high,high
Opentrons ATC 自动热循环仪,Opentrons Automated Thermocycler,atc_backend,atc_backend,2,9,auto-close_lid|auto-open_lid,用于PCR等核酸扩增流程的自动热循环仪模块，提供程序化温度循环（变性、退火、延伸）并配备可开合加热上盖，支持在自动化实验流程中进行板式样本温控。,"An automated thermocycler module for PCR and related nucleic acid amplification workflows, providing programmed temperature cycling (denaturation, annealing, extension) with an opening heated lid for plate-based sample temperature control in automated lab protocols.",普通PCR仪,实验执行&合成设备|生命体系|基因编辑、分子生物学与育种|普通PCR仪,_aggregate_device_info_output.csv,生命体系|基因编辑、分子生物学与育种|普通PCR仪,high|high|high,high,high
Opentrons GEN-1/GEN-2 PCR热循环仪,Opentrons GEN-1/GEN-2 Thermocycler,opentrons_thermocycler_usb_backend,opentrons_thermocycler_usb_backend,25,39,auto-close_lid|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_device_info|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_total_cycle_count|auto-get_total_step_count|auto-jog_lid|auto-lift_plate|auto-open_lid|auto-run_protocol|auto-set_block_temperature|auto-set_lid_temperature|auto-set_ramp_rate|auto-setup|auto-stop,一款用于PCR扩增的实验室热循环仪，配有可精确控温的样品块和加热上盖，可对PCR板中的样品执行变性、退火和延伸等温度循环步骤，适用于自动化分子生物学实验流程。,"A laboratory thermocycler for PCR amplification, featuring a precisely controlled sample block and a heated lid. It performs denaturation, annealing, and extension temperature cycles on PCR plates and is suited for automated molecular biology workflows.",普通PCR仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|普通PCR仪,_aggregate_device_info_output.csv,生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|普通PCR仪,high|low|high|high,high,high
Opentrons PCR热循环仪,Opentrons Thermocycler,opentrons_thermocycler_backend,opentrons_thermocycler_backend,20,30,auto-close_lid|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_total_cycle_count|auto-get_total_step_count|auto-open_lid|auto-run_protocol|auto-serialize|auto-set_block_temperature|auto-set_lid_temperature,用于PCR等热循环实验的台式热循环仪模块，配有可开合的加热盖和可精确控温的样品块，可按预设程序执行多步升降温循环。常用于DNA扩增、酶反应孵育和分子生物学样品热处理。,"A benchtop thermocycler module for PCR and other thermal cycling workflows, featuring an openable heated lid and a temperature-controlled sample block. It runs programmed multi-step temperature profiles for DNA amplification, enzymatic incubations, and molecular biology sample heating.",普通PCR仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|普通PCR仪,_aggregate_device_info_output.csv,生命体系|实验室自动化与仪器集成|基因编辑、分子生物学与育种|普通PCR仪,high|low|high|high,high,high
PTC PCR热循环仪,PTC PCR Thermal Cycler,ptc,ptc,19,29,auto-cancel|auto-clearbesr|auto-close|auto-erase|auto-execute|auto-folders|auto-geterrors|auto-getlidstatus|auto-getstatus|auto-gettemp|auto-lidclose|auto-lidopen|auto-program|auto-programs|auto-run|auto-setdebug|auto-setlidforce|auto-update|auto-version,用于PCR温度循环实验的热循环仪，可读取温度与运行状态，控制热盖开合与压力，并管理、运行和删除仪器中的程序。,"A PCR thermal cycler used for temperature cycling experiments. It can report temperature and run status, control heated-lid open/close and lid force, and manage, run, and delete onboard programs.",普通PCR仪,实验执行&合成设备|生命体系|基因编辑、分子生物学与育种|普通PCR仪,_aggregate_device_info_output.csv,生命体系|基因编辑、分子生物学与育种|普通PCR仪,high|high|high,high,high
Prior ProScan III 显微镜附件控制器,Prior ProScan III Microscope Accessory Controller,pro_scan_iii,pro_scan_iii,1,28,auto-devices,用于显微镜系统的物理控制器，可管理连接到 ProScan III 的附件设备；从当前证据看，主要包括最多三个滤轮接口。它用于在实验中统一协调已连接滤轮等附件的通信与设备发现。,"A physical controller for microscope systems that manages accessories connected to the ProScan III; based on the available evidence, this mainly includes up to three filter wheel connections. It is used in laboratory microscopy setups to coordinate communication with attached accessories and to discover managed devices.",显微镜自动化控制器,表征设备|智慧表征与检测中心|实验室自动化与仪器集成|显微成像与光学显微实验|仪器发现与驱动匹配|显微镜自动化控制器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|显微成像与光学显微实验|显微镜自动化控制器,low|medium|high,high,high
Prior ProScan III 显微镜控制器,Prior ProScan III microscope controller,__pro_scan_iii_connection,__pro_scan_iii_connection,13,28,auto-assert_filterwheel_number|auto-changed_timeout|auto-command|auto-get_command|auto-get_description|auto-get_filter_position|auto-get_n_filter_positions|auto-has_filterwheel|auto-move_command|auto-read_until_timeout|auto-readline|auto-set_command|auto-set_filter_position,Prior ProScan III 是一款用于显微镜系统的控制器，可连接并控制多个滤轮。它常用于荧光显微和多通道成像实验中，以切换滤光片位置、选择成像通道并协调显微镜附件的工作。,"The Prior ProScan III is a microscope system controller that can connect to and control multiple filter wheels. It is commonly used in fluorescence microscopy and multichannel imaging to switch filter positions, select imaging channels, and coordinate microscope accessories.",显微镜自动化控制器,表征设备|智慧表征与检测中心|实验室自动化与仪器集成|物化表征测试中心|显微成像与光学显微实验|显微镜自动化控制器,_aggregate_device_info_output.csv,实验室自动化与仪器集成|显微成像与光学显微实验|显微镜自动化控制器,low|medium|high,high,high
ProFlex PCR热循环仪,ProFlex PCR Thermocycler,thermo_fisher_thermocycler_backend,thermo_fisher_thermocycler_backend,47,75,auto-abort_run|auto-block_ramp_single_temp|auto-buzzer_off|auto-buzzer_on|auto-check_run_exists|auto-continue_run|auto-create_run|auto-deactivate_block|auto-deactivate_lid|auto-get_block_current_temperature|auto-get_block_id|auto-get_block_presence|auto-get_block_status|auto-get_block_target_temperature|auto-get_current_cycle_index|auto-get_current_step_index|auto-get_elapsed_run_time|auto-get_elapsed_run_time_from_log|auto-get_error|auto-get_estimated_run_time|auto-get_hold_time|auto-get_lid_current_temperature|auto-get_lid_open|auto-get_lid_status|auto-get_lid_target_temperature|auto-get_log_by_runname|auto-get_nickname|auto-get_remaining_run_time|auto-get_run_info|auto-get_run_name|auto-get_sample_temps|auto-get_total_cycle_count|auto-get_total_step_count|auto-is_block_running|auto-num_blocks|auto-power_off|auto-power_on|auto-run_protocol|auto-send_command|auto-send_morse_code|auto-set_block_idle_temp|auto-set_block_temperature|auto-set_cover_idle_temp|auto-set_lid_temperature|auto-set_nickname|auto-setup|auto-stop,用于PCR热循环实验的热循环仪，可控制反应模块与热盖温度、运行或中止扩增程序，并查询运行状态、步骤、时间和日志等信息。,"A thermocycler for PCR workflows that controls block and heated-lid temperatures, runs or aborts amplification protocols, and reports run status, steps, timing, and log information.",普通PCR仪,实验执行&合成设备|生命体系|基因编辑、分子生物学与育种|普通PCR仪,_aggregate_device_info_output.csv,生命体系|基因编辑、分子生物学与育种|普通PCR仪,high|high|high,high,high
STX自动微孔板培养箱,STX Automated Microplate Incubator,incubator_stx,incubator_stx,7,38,auto-getClimate|auto-getPresetClimate|auto-inputPlate|auto-is_ready|auto-outputPlate|auto-resetAndActivate|auto-setPresetClimate,一种用于微孔板样品培养与暂存的自动化培养箱，支持温度、湿度、二氧化碳和氮气环境控制，并可通过左右料盒/仓位进行微孔板进出库操作，常用于细胞培养、活细胞实验和自动化生物实验流程。,"An automated incubator for culturing and storing microplates, with control of temperature, humidity, carbon dioxide, and nitrogen atmosphere. It supports plate loading and unloading through left/right cassettes or storage levels, and is commonly used in cell culture, live-cell assays, and automated biological workflows.",微孔板自动培养存储系统,实验执行&合成设备|器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板自动培养存储系统,_aggregate_device_info_output.csv,器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板自动培养存储系统,high|high|low|high|high|medium,high,high
